"gvkey","tic","aco","acominc","ao","aoloch","aqc","bkvlps","caps","ch","chech","csho","cstk","dlc","dltt","dvt","ebit","epspi","nopi","re","rect","revt","siv","sstk","teq","tstk","wcap","restmt_at_mag","restmt_capx_mag","restmt_cogs_mag","restmt_epspi_mag","restmt_ni_mag","restmt_nopi_mag","restmt_reuna_mag","restmt_teq_mag","restmt_txt_mag","restmt_wcap_mag","restmt_xint_mag","cshtrd_m","prccd_m","prcod_m","trfd_m","trfm_m","pe_ratio","wc_ratio","de_ratio","roe_ratio","sp_rating_target","restmt_at_target","restmt_capx_target","restmt_cogs_target","restmt_dltt_target","restmt_epspi_target","restmt_ib_target","restmt_ni_target","restmt_nopi_target","restmt_reuna_target","restmt_teq_target","restmt_txt_target","restmt_wcap_target","restmt_xint_target","litigated","litigation_settlement"
1266,"ALCO",1.71175,0,8.15175,1.60575,0,16.554525,9.26775,12.54325,1.44725,7.345,7.3775,2.45675,49.17275,1.4995,14.04875,1.52,8.31,105.99825,4.438,101.808,4.12725,0,121.54525,1.09825,32.3765,0,0,0,0,0,-90.8155,0,0,0,0,0,12914.7381370826,30.4041889279438,30.3939811072056,1.5947151242355,1.80395057655894,20.0027558736472,0.667246824759747,0.548343106785333,0.0917538941258502,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
1722,"ADM",3144,-421.75,598.75,-423.75,141.25,27.1344,0,1518.25,410.75,658.25,7290.75,2019.75,6744.5,430.75,2341,2.51,630.25,11879.25,6118.75,80300,1622,437.5,17958,1284.5,12261.75,0.4315,0,0,0,0,-32.13925,0,0,0,0,-6.19925,3881285.08372405,34.6504755525787,34.6537090421969,1.33099111472204,2.08797885970175,13.8049703396728,1.15946980989291,1.21413854549504,0.0909204811226194,0.148275862068966,0.150943396226415,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
1728,"ARDNA",4.726,-0.00533333333333333,6.227,-0.758,0,23.8872666666667,5.30666666666667,33.101,0.952333333333334,3.101,1.11433333333333,0,1.228,23.582,29.09,5.79333333333333,0.549,71.492,5.29733333333333,428.528666666667,0,0,74.16,3.753,41.8116666666667,0,0,0,0,0,275.604,0,0,0,0,0,2123.63907603465,96.4652591915303,94.3189123676612,1.72882304546679,1.6680360579907,16.6510804128073,1.68960418039444,0.5866325062927,0.242758899676375,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
1920,"AVP",794.025,-801.825,963.4,-11.55,0,3.219075,2099.275,1185.625,-50.925,431.61,187.9,584.225,2506.075,302.05,968.975,0.5875,-11.175,3671.025,808.625,10706.625,15.125,17.175,1404.65,4569.675,1224.675,0,-0.05975,-1.2615,0,0,855.6075,0,0,17.86225,0,0,4855938.87346221,22.1570913884007,22.1672275922671,2.72938999051845,5.95335949809965,37.7141981079161,0.657496993492535,4.24748157904104,0.181575481436657,0.145522388059701,0.127835051546392,0.13953488372093,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.132382892057026,0.13034188034188,"1",NA
1932,"BTI",4706.1345,379.06275,1404.9095,437.00375,126.0935,12.831175,265.58175,3467.055,-83.09,972.8875,807.448,2684.8105,14454.8915,3834.9845,8680.02825,5.6475,1252.35375,15254.79275,0,24542.393,226.517,8.326,13001.654,3826.547,1513.882,0,0,0,0,0,0,0,0,0,0,0,125511.374477958,71.9330446403712,92.7013867053364,6.61901899554524,18.3793106702751,12.7371482320268,0.469147482906902,2.34589428006621,0.422192111096019,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
2390,"BRID",0.36825,-15.80475,12.0935,-1.8455,0,3.110825,9.3225,10.76975,-1.3965,9.20475,9.26175,0.13175,0.699,0.58075,2.68025,0.2825,0.19775,10.075,11.32875,123.069,0,0,28.65925,0,25.9725,0,0,-1.0525,0,0,-75,0,0,0,0,0,2660.59402460457,9.81802126537786,8.9281782513181,1.43936846695079,2.44859218079384,34.7540575765588,1.23357539909883,1.12673918542879,0.0910962429233145,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
2606,"CAGAQ",0.306,0,6.887,0.313,0,7.5936,3.56,1.621,0.062,4.616,4.616,5.906,20.6565,0,3.0335,0.215,0.119,26.916,15.8255,308.5945,0,0,35.052,0.04,13.5225,0,0,0,0,0,0,0,0,0,0,0,9955.94484760523,4.51032496371553,13.4053553701016,1.07838172,1.20562599461836,20.9782556451885,0.867678154097266,1.53811480086728,0.0281153714481342,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
2663,"CPB",211.5,-626,223.25,3,451.5,3.2337,340.75,351.5,87.5,320,18,1046.75,2230,374.5,1297.75,2.1925,5.5,6699.25,565,7788.5,0,107.5,1033.25,6025.75,-441,0,0,-3.90675,0,0,-1339.58325,0,0,-3.712,0,0,2077392.20826011,37.1945430579965,37.1712820738137,2.13994124300527,5.08018690596529,16.9644438120851,0.32031184508341,5.77256230341157,0.697072344543915,0.145522388059701,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.132382892057026,0.13034188034188,"0",NA
2710,"STZ",135,233.56,62.12,-77.14,978.42,15.78876,1762.14,106.78,10.16,200.7956,2.66,408.18,3697.26,0,653.12,3.548,208.56,2594.7,573.5,3402.98,21.94,85.34,3129.16,1230.34,1197.22,0,0,0.3868,0,0,255.3216,0,0,0,0,-2.8576,1056715.44727592,35.5447021968366,35.8664804920914,2.5223881,1,10.0182362448807,0.415988167249234,1.8321977783175,0.219528563576167,0.134328358208955,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
2812,"DOLE",768.323333333333,-79.5843333333333,211.368,-58.237,32.0336666666667,8.51403333333333,787.93,128.024666666667,-9.36366666666667,88.9173333333333,0.089,86.5023333333333,1572.69433333333,0,167.466333333333,-0.53,-10.0666666666667,-31.083,633.561666666667,6121.05266666667,0.350333333333333,0.607,782.577,0,896.88,0.00966666666666667,0,-20.6613333333333,0,0,-150.473333333333,0,0,-62.316,-0.0653333333333333,-62.7346666666667,798841.765010352,11.3412215320911,11.3457034161491,1.72704273,1,-21.3985311926247,0.619966219945411,4.43368554574608,-0.0597291597717115,0.145522388059701,0.150943396226415,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.142857142857143,0.145390070921986,"0",NA
3026,"CHD",39.00575,5.47675,86.419,-8.42,163.34975,18.003375,311.8505,320.1255,12.43975,122.8095,128.1035,126.475,492.84325,107.78475,536.22725,2.83,9.562,1833.8755,282.23875,2863.68,1.0095,23.26625,2068.18975,205.80725,311.69725,0,0,0,0,0,-173.279,0,0,0,0,0,643529.218804921,60.0665377855887,60.0376624780316,1.49720491967487,2.05660788485131,21.2249250125755,0.561869503654539,0.743142040037671,0.160105836517176,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
3138,"COKE",26.94225,-74.23875,29.92425,-1.6465,0,15.8786,106.91475,39.6975,-1.50225,9.21925,12.9075,44.90225,489.1275,9.213,89.3925,3.245,0,87.8755,131.26025,1582.9005,0,0,208.75475,61.254,38.164,0,0,-0.048,0,0,75,-0.63625,-0.4875,0,0,0,21273.4182776801,62.5133625659051,62.5782618629174,2.07902818501757,3.20719106819049,19.2645185102943,0.24059686762175,5.26144075763546,0.143178777967926,0.148275862068966,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.149253731343284,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
3170,"CL",483.25,-2415.5,338.5,49.25,249.5,4.384425,1197.5,803.5,90.5,590.66975,916.25,550.25,4230,1138,3938.5,4.2575,56.5,13805.25,1647.25,16700.75,251,353,2571,13533,465,0,0,0,-37.504,0,-463.3715,0,0,0,0,0,2589358.38137083,84.1913181019332,84.1226537785589,2.00839186815466,4.58611499491327,19.7748251560618,0.428305855877892,3.97530143912874,0.908887592376507,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
3362,"CAG",404.76,-200.64,367.76,0.22,1138.78,9.20566,740.86,479.12,-12.02,420.1988,2271.76,326.26,5321.96,305.82,1367.6,1.452,66.7,3632.42,1060.64,14167.82,100.88,194.98,3907.28,2779.18,1451.62,0,0,0,0,0,-87.064,0,0,0,0,0,3973571.87609842,27.4528119507909,27.4451142355009,2.30848916019332,4.20075473621902,18.9068952829138,0.398005203290161,2.53212976802277,0.158048565754182,0.145522388059701,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
3505,"TAP",125.875,31,301.15,-83.95,579.85,43.75805,3622.925,840.7,-72.975,183.125,833.8,470.125,2627.5,224,460.925,3.2525,505.05,3797.225,734.225,3723.175,1000.975,43.25,8047.05,240.825,68.175,0,0,-1.56525,0,0,-25.65775,0,0,0,0,-1.41075,626646.415641476,47.1907141476274,39.9801515377856,1.75261324532953,1.92724875031314,14.5090589231752,0.308369901518675,0.768154168297699,0.0743844017372826,0.148275862068966,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"1",6e+06
4809,"FLO",50.11925,-80.7345,38.97475,-18.48075,225.9435,6.432475,562.205,9.08575,-2.6045,143.36625,0.4035,51.91525,452.4425,82.16275,234.13775,1.13,13.87025,515.502,223.50225,3036.15525,15.80925,12.09575,872.39175,205.71875,112.55225,0,0,0,-30.575,0,12.61925,0,0,0,0,0,787841.688927944,23.6879525483304,23.6750702987698,10.030025744464,12.4229488495963,20.9627898657791,0.4226816765871,1.1146893009935,0.17981887151042,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
4853,"PVEN",0,0,0,0,0,-0.003,0.0295,5e-04,-0.007,6.9,0.007,0,0,0,-0.0315,-0.005,0,-0.0565,0,0,0,0.014,-0.02,0,-0.02,0,0,0,0,0,0,0,2.5,0,0,0,596552.224,0.688256,7.2127544,1.00154733,1,-137.6512,0.024390243902439,-1.025,1.575,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
5071,"GIS",270.4,-1433.4,327.84,-11.62,414.28,11.4638,1274.29,258.56,23.5,574.93,67.95,1634.6,5864.5,804.82,2801.36,3.124,111.8,8519,1499.32,16403.66,9.1,288.32,6655.36,3581.82,-444.62,0,0,0,0,0,-52.6164,0,0,0,0,0,3892748.11335677,45.0574072934974,45.0338400702988,3.2575158740246,6.37865409778038,14.4229856893397,0.294231567916139,2.01875480815463,0.257708072891624,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
5210,"GLDC",2.50925,0,2.3035,-0.00875,0,2.007725,6.498,1.70425,-0.10525,11.7375,9.219,3.315,5.14175,1.46825,4.37,0.2275,0.47525,18.76675,10.19475,133.255,0,0,23.56525,10.9185,5.28175,0,0,0,0,0,0,0,0,0,0,0,3966.08172231986,3.51760483304042,3.37119679261863,3.91230107103691,6.70752865581667,15.4619992661117,0.833857785701245,0.987821050063123,0.112093018321469,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
5301,"GAPTQ",39.8515,-77.356,143.4655,-42.1725,0,-16.0394,504.6505,302.5165,88.616,54.86,54.86,9.0565,903.301,11.2375,-208.7595,-14.02,2.4025,-1394.594,188.0545,8446.0115,2.957,87.5585,-697.0555,0,449.6465,0.169,0,0,0,0,2134.2405,1.4085,23.925,0,2.37,0,462503.880114177,6.98617678401522,6.99082959086584,2.41591926896289,2.85350714659094,-0.498300769187962,0.287315051738398,-4.92512934766313,1.05807428533309,0.148275862068966,0.150943396226415,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.149253731343284,0.151291512915129,0.12655601659751,0.142857142857143,0.13034188034188,"1",9e+06
5568,"HNZ",266.827,-824.60275,930.39375,0.7395,158.245,8.2411,622.51875,1253.676,525.8885,320.11525,107.774,1000.26325,4066.4,599.49125,1659.73075,2.9625,15.748,6574.15275,1094.433,11094.884,0,104.5835,2697.65125,4664.38875,512.70325,0,0,-0.98175,0,0,-710.5495,0,0,0.32325,0,-0.52225,1272797.40790274,465.827960486322,1506.15771118541,1.91355739036474,5.61417543570933,157.241505649391,0.437446056955229,3.35199870628199,0.351274465148154,0.145522388059701,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.132382892057026,0.145390070921986,"0",NA
5597,"HSY",255.81325,-302.26025,165.284,62.52775,43.214,4.88625,545.90025,856.277,216.22575,224.97925,359.901,241.9815,1654.1085,330.631,1165.5385,2.905,6.85425,4586.79425,432.21375,6385.532,0,171.324,1118.6685,4394.36525,825.2105,-0.05875,0,0,0,0,-1345.17275,0.09175,0.459,0,0,-6.84225,1217209.9912892,68.6946341463415,68.6358536585366,1.92536628703833,4.75428193994103,23.6470341295496,0.604122412547903,3.20081060653804,0.585553718550223,0.148275862068966,0.150943396226415,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.149253731343284,0.151291512915129,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
5709,"HRL",93.742,-206.044,294.35875,4.6,175.1815,12.84835,0,511.84425,12.1905,230.91175,7.73975,87.5,187.5,146.34975,719.467,2.16,28.58925,2789.19375,499.9995,8024.533,0,30.394,2801.98975,0,1193.6965,0,0,0,0,0,-21.308,0,0,0,0,0,805773.587873462,37.4000966608084,37.37289543058,1.74365800850615,4.68197864033069,17.3148595651891,1.25178822671348,0.586208068748289,0.169169337610889,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
5888,"IG",0.30225,0,1.001,0.02025,0,0.1505,47.75475,3.16675,0.24425,42.0685,0.44025,0.0255,1.15325,0.648,-2.4545,-0.1025,-0.04775,-41.07775,2.25625,10.17175,0,2.41925,7.9325,0.6975,5.0335,0,0,0,0,0,1355.51475,0,0,0,0,0,62984.723198594,1.70561669595782,2.12385768892794,1.62295079,1,-16.6401628873934,2.09439444405074,0.444721084147495,-0.329057674125433,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
6375,"K",268.5,-1559.75,694.75,132.5,667,6.823875,554,364.5,-15.25,361.7435,105,1211,5592.5,615.75,2237,3.595,4.5,4742,1314,13647.25,0,299.75,2500.75,2930.5,-566.5,0.04875,0,0.806,-6.59825,-6.61075,431.6665,-9.559,0.27825,-8.697,0,0,2128883.32864675,55.8274318980668,55.8049551845343,2.16957197333919,5.52617612419518,15.5291882887529,0.283516879490125,4.43896830950715,0.52444266719984,0.148275862068966,0.150943396226415,0.134146341463415,0.142414860681115,0.137254901960784,0.153024911032028,0.154676258992806,0.154440154440154,0.142857142857143,0.149253731343284,0.151291512915129,0.152985074626866,0.132382892057026,0.13034188034188,"0",NA
6435,"KMB",540.25,-1908.25,715.25,-58,8,13.340975,485,950,64,393.175,551.5,635,5250.5,1149.75,3033.25,4.63,229.25,7558.5,2619.75,20701.75,86.25,340.75,5539.5,3343.25,769,0,0,0,0,0,-121.59275,0,0,0,0,0,2394719.39982425,80.8438664323374,80.8020702987698,2.46536703431459,6.48959650397475,17.4608782791226,0.475425575126472,2.44435418359058,0.330625507717303,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
6573,"LANC",23.17825,-9.34825,6.683,-1.63725,0,18.783875,0,137.0445,21.2255,27.54125,98.67975,0,0,71.41325,157.34675,3.8575,4.5655,1135.13625,68.813,1110.9555,0,1.35575,516.984,716.832,266.10875,0,0,-0.20525,0,0,0,0,0,0,0,0,95658.6845342707,68.7016357644991,68.6576274165202,2.21808242592267,3.94602254585457,17.8098861346725,3.08749224399544,0.21432239682466,0.206191100691704,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
6574,"LNCE",63.5375,13.528,19.403,-1.103,89.00075,12.662625,740.918,18.0185,2.1655,68.2285,56.8545,24.944,369.0175,68.3935,95.49175,0.6575,1.501,66.46075,151.84175,1499.1385,1.1755,10.19475,866.32025,0,179.888,0,0,0,0,0,1541.25775,0,0,0,0,-1.0455,195408.832161687,23.8845252196837,23.8771423550088,3.67580757347979,6.50769209288886,36.3262740983782,0.460069286308005,0.858571353953691,0.0515326174125562,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"1",NA
6588,"PCGR",1.038,0.473,0.099,3.565,0,0.8818,53.889,0.922,-3.678,7.849,0.233,23.645,2.414,0,-1.312,-0.17,0.042,-44.239,5.897,44.989,0,0,6.921,2.962,-15.255,0,0,0,0,0,6004.762,0,0,0,0,0,15480.3717047452,0.109506414762742,7.28958268892794,1.39288441,1,-0.644155380957304,0.480247891787877,5.10590955064297,-0.19621441988152,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
7146,"MKC",122.35,-55.725,91.925,-46.6,157.65,12.6039,0,61.675,5.875,132.4,862.25,232.375,901.95,161.375,561.55,2.905,26.175,805.45,443.775,3793,0,57.35,1682.275,0,203.9,0,0,-0.54575,0,0,-65.203,0,0,0,0,0,323261.712214411,55.6235059753954,54.0359912565905,1.62194742554042,1.97673060404897,19.1475063598607,0.521041145472933,1.39595191035948,0.229035086415717,0.148275862068966,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
7241,"CVS",1088,-161.25,1159.5,134.25,0,29.938575,28658.25,2076,750.75,1268,16.5,866.75,9958.5,769.75,6922,2.98,39.25,23572.5,6543.5,113351.75,15,513,37848.25,14399,7309,0.35275,0,-0.2075,-0.1815,-0.0985,-209.09075,-0.094,-0.0845,-0.18825,0,0,7919820.40509666,46.6208567662566,46.5898989455185,1.95681772898067,4.23849121064949,15.6445828074687,0.722999653927041,0.744373914249668,0.101437979298911,0.148275862068966,0.150943396226415,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.154676258992806,0.154440154440154,0.142857142857143,0.149253731343284,0.151291512915129,0.152985074626866,0.132382892057026,0.13034188034188,"1",NA
7660,"NRTI",0.51125,0,0.1125,-0.16575,0.025,-0.226525,65.6925,0.03,0.026,509.85975,0.51,3.5085,0.75625,0.74725,-4.343,-0.1225,0.0095,-78.0005,1.5105,0.334,0,0.27125,-6.225,0,-5.6565,0,0,0,0,0,1387.088,0,0,0,0,0,967666.684534271,0.101739015817223,2.61211893673111,91.44758689,1,-0.830522578099781,0.257461282385295,-1.38734939759036,0.697911646586345,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
7691,"NAFC",23.5386666666667,-13.7986666666667,10.161,-1.25033333333333,29.054,29.4961333333333,115.554,0.964666666666667,0.153666666666667,12.1893333333333,22.8906666666667,2.78533333333333,325.565,8.82833333333333,83.864,-0.156666666666667,0,273.273,239.041333333333,4873.33033333333,4.16533333333333,0,359.338666666667,52.379,300.053333333333,0,0,0.675,0,0,100,0,0,0,0,0,64523.9447852761,29.5441766871166,29.5420192229039,2.44043641651329,3.07614136162047,-188.579851194361,0.875555353933867,1.90168234979815,-0.00661029149845642,0.145522388059701,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",6750000
7798,"0170A",95.934,-18.80325,70.82025,40.55925,1021.1205,1216746.937675,1212.56125,313.6465,23.40775,15.86175,0.127,24.0085,1756.602,54.2315,393.75225,1e-06,1.57575,349.0415,151.4465,2987.0005,0.5,2.65525,1561.72975,0,841.182,0,-0.29325,-1.414,0,0,-3859.125,0,0,2.54925,0,-0.06825,1496622.12234043,45.6137765957447,45.6261170212766,1.00000193494681,1.00007275372863,45613776.5957447,0.45151479861123,1.7896771192327,0.083167398200617,0.145522388059701,0.127835051546392,0.13953488372093,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.132382892057026,0.145390070921986,"0",NA
8073,"OBCI",0.545,-0.267,0.06575,-0.01775,0.0245,1.7721,8.319,1.445,0.64425,8.25725,0.08525,0.7585,1.774,0,3.13375,0.2425,0.02925,6.53975,3.44075,30.70675,0,0.08025,14.97925,0.23225,10.67475,0,0,0,0,0,0,0,0,0,0,0,24380.0456942004,2.34502188049209,3.30532592267135,1.00102800678383,1.00120641814453,9.67019332161687,2.66550222519979,0.348765792679874,0.130747534088823,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
8105,"ODC",9.01725,-6.29425,7.89075,1.2225,0,13.309175,27.18825,21.94375,3.049,7.02575,1.0105,3.6,23.2,4.39225,14.47525,1.4,0.4595,117.19475,29.442,234.26725,0,0.93375,93.53325,51.86025,62.93475,0,0,0,0,0,-123.00425,0,0,0,0,0,11172.0623901582,24.3221001757469,24.3061323374341,1.88238261539543,2.07861109176961,17.3729286969621,1.17845294276493,0.831436948892506,0.104756864537477,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
8336,"PARF",0.547,-0.1405,0.24325,-0.0945,0,38.585075,1.28875,6.13525,0.72525,0.52,0.175,0.26925,0,0.065,1.34225,1.785,0.028,18.8735,2.7415,24.64625,0.02675,0,20.06425,0.273,15.054,0,0,-0.85925,0,0,-79.00725,-0.77275,0,0,0,0,155.333919156415,19.5449369947276,45.8250649384886,1.70738319966608,2.62414101567498,10.9495445348614,8.14965658513074,0.103405310440211,0.046301257211209,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.149253731343284,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
8479,"PEP",1855.75,-5118.25,940.75,542.25,0,14.310525,4315.25,6420.5,1358,1554.5,28.25,5306,22111,3246.75,10002.75,4.095,80.5,36627.75,6807.5,64062.25,0,1057,22290.75,18770.5,1739.75,0,0,-0.34,0,0,-914.04775,0,0,0,0,0,6362560.56766257,71.2741080843585,71.2326054481547,1.89222314918278,3.50701245751294,17.405154599355,0.37224248485205,2.28780996601729,0.288023058892141,0.145522388059701,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
8543,"MO",1622.5,-1697.25,1038.5,-16,0,1.98205,5706.75,2914.75,326,2034.0945,935,646,12923.5,3360.25,7145.75,1.9575,896.5,22434.25,165.25,17292.75,641.75,33.25,4041.5,25036.25,-943.75,0,0,0,0,0,-77.2975,0,0,0,0,0,11586419.6950791,30.1861028119508,30.1707776801406,16.9774716490861,34.5266580961787,15.4207421772418,0.202856853250996,7.93350241247062,0.99035011753062,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
8582,"SENEA",24.2592,-17.226,1.5072,-9.3118,5.0728,31.50374,87.0312,9.9092,1.598,11.1284,3.366,42.1906,194.2224,0.023,47.22,2.238,0.2634,272.1404,79.8628,1270.6096,0,0,360.8626,12.6094,404.8148,0,0,-0.2914,0,0,-156.2946,0,0,0,0,-2.0914,15136.2056239016,28.070642970123,34.2160406414763,2,1.03906264318607,12.5427359115831,1.43939381632133,1.09169861326721,0.0734517791536169,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
