"gvkey","tic","aco","acominc","ao","aoloch","aqc","bkvlps","caps","ch","chech","csho","cstk","dlc","dltt","dvt","ebit","epspi","nopi","re","rect","revt","siv","sstk","teq","tstk","wcap","restmt_at_mag","restmt_capx_mag","restmt_cogs_mag","restmt_epspi_mag","restmt_ni_mag","restmt_nopi_mag","restmt_reuna_mag","restmt_teq_mag","restmt_txt_mag","restmt_wcap_mag","restmt_xint_mag","cshtrd_m","prccd_m","prcod_m","trfd_m","trfm_m","pe_ratio","wc_ratio","de_ratio","roe_ratio","sp_rating_target","restmt_at_target","restmt_capx_target","restmt_cogs_target","restmt_dltt_target","restmt_epspi_target","restmt_ib_target","restmt_ni_target","restmt_nopi_target","restmt_reuna_target","restmt_teq_target","restmt_txt_target","restmt_wcap_target","restmt_xint_target","litigated","litigation_settlement"
1239,"ACV",47.637,-70.297,84.701,1.9,392.252,13.4056,491.019,301.978,-167.797,98.81,0.988,0.181,150.241,32.495,235.342,1.59,1.49,832.605,283.183,1598.464,4.35,13.42,1327.24,0,520.68,0,0,0,0,0,-1018.389,0,-0.198,0,0,0,1007150.30791789,32.5059897360704,32.4943313782991,3.33123938378299,6.00194850100019,20.4440187019311,1.45926120845318,0.415173593321479,0.11701726891896,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
1408,"BEAM",342.275,-202.225,93.5,-34.975,183.425,30.7639,880.625,431.475,-35,158.2265,734,291.2,2397.225,127.45,678.15,3.435,11.25,6268.825,553.975,3462.125,6.5,108.125,4868.475,3021.6,1937.525,0.2065,0,-19.5785,-0.04725,-0.05575,-1016.6665,-0.026,-0.03725,-14.3115,0,0,679205.997785161,195.10388145072,66.0474271871539,3.56562021404762,19.1510696271252,56.7988010045764,0.699471944984036,0.919938995270593,0.110090942235505,0.148275862068966,0.150943396226415,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.154676258992806,0.154440154440154,0.142857142857143,0.149253731343284,0.151291512915129,0.152985074626866,0.132382892057026,0.13034188034188,"0",NA
1659,"ANDE",178.50825,-34.61225,25.03925,48.78375,69.29175,30.504375,180.83625,124.228,40.789,18.5935,0.096,115.1735,329.5415,9.84825,102.01975,4.4275,49.006,399.855,175.6685,4711.6765,4.9995,1.34525,584.81675,12.959,287.14575,0,0,-0.048,0,0,7.098,0,0,0,0,-1.14225,169991.246045694,46.8689044815466,46.8282705623902,1.27395351378735,1.27431591529045,10.5858621076333,0.858491171159614,2.37258337761359,0.140722286083632,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
2435,"BF.B",249.4,-187.2,63.6,-26.2,0,11.76052,63,355.6,19.4,172.2378,28,93.2,701.8,397.6,829,3.278,9.92,2532.6,501.2,2724.2,0,0,1936.8,686.8,1311.8,0,0,103.522,-20.0354,0,-9.64400000000001,0,0,0,0,0,165395.364674868,71.499614543058,71.4580644991213,2.35336357908172,3.18370975104808,21.8119629478517,1.07345944064059,0.889818256918629,0.287484510532838,0.145522388059701,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
2807,"CASY",12.2836,0,12.922,0.7718,51.962,14.89822,0,86.0158,-4.8108,40.7786,27.5262,22.5088,601.6174,22.7234,216.237,2.8,0.975,583.7572,38.72,5926.6452,0,3.262,611.2834,0,-13.6658,0,0,11.2404,0,0,-1002.8342,0,0,0,0,-3.5614,373802.576449912,51.9759384885765,51.94960456942,1.19403288273286,1.19500667191132,18.5628351744916,0.255918832585453,1.96164594032817,0.187642916526115,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
3121,"CLX",133.75,-346,118.25,5.25,28,0.00494999999999995,635.75,228,23.25,132.44025,159,620.5,1997.5,316,976.25,4.2125,28.25,897.5,556.25,5464,0,0,2,1690.25,-252,0,0,-1.321,0,0,-185.47125,0,0,0,0,0,1182780.03602812,73.923014059754,73.8848962214411,2.22476929272408,4.62926419305998,17.5484899845113,0.299205801104972,2172,284.125,0.148275862068966,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
3144,"KO",3813,-2742.5,2961,-667.5,0,10.594725,11231,10044,848.25,3356.5,1320,15021.75,15396.75,4483,10717,3.2025,1222.25,52890.75,4745.5,44138.75,4128.5,1513,32461.5,33291.5,2571.25,0,0,0,-25.0155,-0.0115,53.39475,0.06325,0,-0.08425,0,0,11521009.2908612,53.7805117750439,53.7659727592267,1.90132026384886,3.84258442157868,16.7932901717545,0.545509288531599,1.53472575204473,0.292531152288095,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.154676258992806,0.154440154440154,0.142857142857143,0.149253731343284,0.127348643006263,0.152985074626866,0.132382892057026,0.13034188034188,"1",NA
3937,"AOI",151.0144,-35.0196,140.1004,6.6076,0,3.73704,0,123.951,29.4154,87.8758,460.0946,276.7242,845.1874,0,152.6942,-0.06,7.2258,-131.5584,291.5968,2230.38,2.634,0.015,332.0548,0,826.7946,0,0,-0.331,0,0,-230.7464,0,0,0,0,0,426217.027240773,3.50420694200352,3.50950351493849,2.22685665,3.70275571251824,-58.4034490333919,0.904841055690735,4.63535898291487,-0.0154064931451074,0.145522388059701,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
4579,"FARM",3.038,-40.8325,4.28925,5.93625,0,6.837,7.8195,4.2035,-4.34,16.27825,16.27825,29.18625,10.273,2.4345,-26.734,-1.9125,3.62925,86.97225,44.5535,479.91725,0,0.30075,111.07,0,62.92975,0.64075,0,0.1785,-1.804,-1.9305,43.9425,-0.00325000000000006,5.84325,11.54325,5.54075,0,42390.2864674868,13.8277183655536,13.8229739015817,1.58365523066784,2.7336021153581,-7.23017953754437,0.910251333671348,1.54044521472945,-0.261233906545422,0.122641509433962,0.150943396226415,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.154676258992806,0.154440154440154,0.142857142857143,0.149253731343284,0.151291512915129,0.152985074626866,0.142857142857143,0.13034188034188,"0",NA
6349,"KATY",1.60225,-1.76925,0.76175,-0.1045,0,-13.710225,27.17875,0.8445,-0.00975000000000001,7.951,9.822,12.41875,1.54225,0,-4.36925,-0.5325,0.1745,-119.6745,10.67075,110.00925,0,0,4.14525,21.437,-6.43525,0,0,0,0,0,61.27075,0,0,0,0,0,3816.73901581722,0.751659314586995,16.6486499560633,2.79574353,2.88093268435739,-1.4115667879568,0.654622703608402,10.0784029913757,-1.01730896809601,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
6502,"KR",488.2,-640.8,545,-183.4,512,8.38958,3436.4,415.2,27.6,569,958.8,1374.6,7485.8,271.6,2401.8,1.716,0,8340.8,974,88884.4,0,100.8,4755.8,7996,-1493.2,-0.0048,0,-0.1896,0,0,80,0,0,0,0,0,5804089.19420035,28.1195079086116,28.0963532513181,8.21546796705624,26.9200095849389,16.386659620403,0.390958614359261,4.21497960385214,0.202026998612221,0.148275862068966,0.150943396226415,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
7799,"NATR",11.903,-10.5615,20.2315,-3.5475,0,5.95965,0,65.76525,10.42725,15.77275,74.9485,2.22825,4.541,8.192,27.01275,0.9425,1.24425,19.23025,8.90875,365.82375,2.95275,1.818,94.17875,0,65.66075,0,0,15.4905,0,0,-421.015,0,0,0,0,0,34294.0500878735,13.9252631810193,13.8648732864675,1.410700368058,1.02874386600317,14.7748150461744,1.49291277745269,0.934504864420052,0.157564737268227,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
8762,"PG",4760.75,-6677,5330.25,541,544.5,23.515625,62705.25,2520.75,291.5,2774.88175,4008.25,9895.75,20896,5970.75,15947,4.075,206.75,66033.5,6046.5,82336,46.25,0,65546,67539.25,-4966.75,0,0,-1.229,0,0,-361.61525,0,0,-1.1975,0,0,10246322.0623902,69.0622583479789,69.0232723198594,2.05634119509666,3.90574178036233,16.9477934596267,0.314128381832089,1.05211988527141,0.177741586061697,0.148275862068966,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.132382892057026,0.13034188034188,"0",NA
8815,"PUSH",83.9345,48.44375,205.49175,-6.56825,0,9.033325,-189.9905,403.0055,-17.162,778.36475,778.36475,32.6325,118.51025,507.1765,2135.3095,1.925,132.059,6442.33525,523.6485,27340.277,968.7565,206.2045,8760.91575,0,833.4355,0,0,0,0,0,162.549,0,-25.18725,0,0,0,2.64423963133641,19.8820276497696,8.08499774193548,1.17588243510599,1.13323932095627,10.3283260518284,0.990325767447697,0.34838301578234,0.172251456704169,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
9284,"HTSI",87.13525,-110.0705,90.42725,-15.12025,6.574,20.461525,0,159.4785,40.15625,49.20025,107.9425,7.93225,249.13025,32.6285,187.07275,2.025,6.06975,899.11125,82.2635,4482.82375,0.841,1.359,1010.124,0,189.92,0,-1.70875,-1.709,0,0,-203.8955,0,0,0,0,0,338619.958007812,39.827890625,39.812998046875,1.8500268959082,2.77677165853992,19.6680941358025,0.66983573533526,0.940364499803984,0.0974365523440686,0.122641509433962,0.127835051546392,0.13953488372093,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
9521,"SLGD",0.1865,0,2.3005,-0.09825,0,0.643325,5.48475,1.10925,0.618,11.0475,1.105,0.71075,2.5195,0,-0.1455,-0.045,0.1435,0.5115,0.859,16.3365,0,0.029,7.10125,0,1.6505,0,0,0,0,0,0,0,0,0,0,0,7715.71792618629,0.333476098418278,44.4492272407733,1.06499066,1.05819950244804,-7.41057996485062,0.834342086450937,0.738707973948248,-0.0653758141172329,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
10190,"SVU",490.2,-500,1561.6,-81.4,0,2.10236,2895,139,-31.4,221,139,304.6,4957,59.2,669.8,-3.276,9.4,-2187.2,649.2,29704.2,0,35.8,419,427.8,-503,0,0,-29.1446,0,0,-4857.0738,0,0,0,0,0,5839149.71089631,7.75333919156415,7.76171792618629,2.10168213654657,4.20340318999231,-2.36670915493411,0.267620590352772,26.5202863961814,-1.64248210023866,0.145522388059701,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
10609,"TR",7.12825,-13.06275,75.7955,12.77,0,11.525625,539.85425,86.68325,-0.676749999999999,57.82025,40.20275,0,7.5,25.77225,66.38225,0.9025,7.609,88.18725,46.4035,536.8015,16.4905,0,666.25225,1.992,162.3495,0,0,0,-4.552,0,-5.5935,0,0,0,-0.43175,0,45606.5434973638,28.3550880931459,16.7495173550088,1.20414318823374,1.96665642363441,31.4183801586104,1.12528032309456,0.295824892148582,0.078988476211525,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.142857142857143,0.13034188034188,"0",NA
10902,"UG",0.43175,0.08825,0.03075,0.0595,0,2.950125,0,1.497,-0.84675,4.596,0.46,0,0,4.347,6.3605,1.04,0.34425,13.09875,1.52975,14.32625,0,0,13.55875,0,12.37975,0,0,0,0,0,125.6855,0,0,0,0,0,3436.29876977153,18.7716246045694,18.3414349297012,1.80565634621265,1.84608112599478,18.0496390428552,11.6571862787668,0.0849267078454872,0.354955287176178,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
11234,"WDFC",10.43125,-3.1155,2.7925,-0.81475,0,11.906975,117.393,63.8685,1.8695,16.01,0.01875,32.35725,2.67875,18.03975,54.69325,2.275,0.374,182.1625,55.284,342.31425,0,8.902,190.67975,108.8945,82.671,0,0,-0.09175,0,0,-221.479,0,0,0,0,0,60305.4753954306,48.9225175746924,48.8746437609842,3.50565233247803,5.95489325039552,21.5044033295351,1.51551732155313,0.563903613257307,0.193814497868809,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
11343,"WMK",10.71475,4.82725,0.221,-3.289,1.529,28.847225,0,46.484,-10.5105,26.89825,9.949,0,0,38.53175,115.9775,2.7725,3.38675,916.847,55.17125,2691.71875,0,0,775.939,150.857,223.656,0,0,-0.346,0,0,-29.57325,0,0,0,0.59075,0,35650.9753954306,41.7568014059754,41.7703435852373,2.21654964678383,3.65024109246124,15.0610645287558,1.4375641754274,0.372455502301083,0.0960471763888656,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.142857142857143,0.13034188034188,"0",NA
11670,"HRG",76.6425,160.0275,711.97575,37.87975,378.8625,6.088775,673.66175,1136.77025,388.56475,110.30075,1.097,57.601,2330.41525,31.9685,402.13775,-0.4025,-73.84075,53.9345,2262.42675,3375.4745,4366.82725,96.4985,1450.459,0,25.414,182.48875,0,41.1715,14.07025,150.43775,-5573.236,-2461.67875,191.0335,0,0,0,170496.195957821,7.48553602811951,7.48029428822496,1.18252399,1.51266527509633,-18.5976050388062,0.00156643579726836,12.3014409576555,0.00969451739070184,0.148275862068966,0.150943396226415,0.134146341463415,0.142414860681115,0.137254901960784,0.153024911032028,0.154676258992806,0.154440154440154,0.142857142857143,0.149253731343284,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
11976,"RMCF",0.7832,0,0.1338,0.2094,4e-04,2.8509,8.3702,4.4792,0.921,6.0934,0.1828,0.0216,1.2584,2.5288,5.7402,0.568,0.0548,8.8322,4.9798,33.9384,0.1558,0.092,17.935,0,9.4668,0,0,0,0,0,0,0,0,0,0,0,10780.2196836555,10.6633975395431,10.6582544376098,1.33571315525483,1.33563726059833,18.7735872175054,1.97435471823388,0.403088932255367,0.192216336771676,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
13323,"SAFM",30.07975,0,4.193,17.207,0,26.29495,134.12925,49.46475,19.34225,22.57275,22.57275,8.4275,128.84275,15.3585,96.1375,2.09,0.838,436.86975,121.61725,2243.15375,0,28.59625,593.57175,0,273.46375,0,0,0,0,0,-1324.75825,0,0,0,0,0,307770.716168717,54.493384973638,54.4563181019332,1.66724497446397,1.68561082120925,26.0733899395397,1.30276356722007,0.520978297905855,0.0809944206408071,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
14033,"ANFI",13.3715,-5.06225,0.45625,-26.34425,0.4885,2.781075,46.51275,12.45975,9.03625,20.8255,1.278,158.586,6.41575,0,46.651,0.5525,1.14725,44.73175,61.14925,386.91875,0,20.66225,100.10575,0,85.25125,0,0,0,13.42925,-9.801,-152.2865,-9.80025,0,0,0,0,215589.198177677,11.5571375854214,11.581254214123,2.32606459,1,20.9178960822107,1.34815549180691,2.08324446897406,0.158252647824925,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.154676258992806,0.154440154440154,0.142857142857143,0.149253731343284,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
14868,"FWM",7.3955,0,31.1035,3.275,0,-9.64825,92.47075,42.1905,9.05125,20.119,0.0035,5.7345,222.67275,0,0.334,-1.0425,0.041,-209.556,5.32075,619.45,0,42.82325,37.13375,0.375,24.97575,0,0,0,502.632,0,-3404.7255,0,4739.24675,0,0,0,459508.5,16.3739679487179,16.425941025641,1.00726005,1,-15.7064440755088,0.258081480467665,8.11636987915306,-1.16932036220419,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
18231,"3WTER",0.054,0,0,0,0,-0.0046,4.059,0.003,-0.062,81.602,0.082,0.083,0,0,-4.28,-0.05,0.656,-4.513,0.166,0.553,0,1.522,-0.268,0,-0.555,0,0,0,0,0,0,0,0,0,0,0,914219.921875,0.3453359375,0.345087109375,1.0054665,1,-6.90671875,0.336124401913876,-3.11940298507463,15.7835820895522,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
18292,"ECIG",0.05,0,0,6.728,0,-0.1289,3.076,2.082,2.065,53.394,0.053,0.65,0,0,-9.075,-0.2,0,-10.014,0.113,3.102,0,2.01,-6.885,0,0.061,0,0,0,0,0,0,0,0,0,0,0,6570.71212121212,9.90322613636364,9.79844867424242,1.01974011,1,-49.5161306818182,0.272191218279457,-1.37937545388526,1.36935366739288,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
18636,"DEO",445.71775,128.16775,1514.70525,-1.08199999999999,925.707,13.575725,2079.027,2274.9595,303.6475,623.75,1233.55675,2014.90075,12027.29175,1566.4175,4754.984,4.935,1162.16475,8640.5615,3088.22475,16213.30075,6.48575,32.5565,9946.054,3482.27075,4154.15725,0,0,0,0,0,0,0,0,0,0,0,563759.897188049,97.551546572935,97.5351669595782,2.37948571816344,2.05156780593411,19.7672840066738,0.491624112436284,2.36952541681354,0.309507217636261,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
20338,"COT",22.9,-17.85,25.125,11.975,140.725,6.0497,41.975,93.925,4.075,94.4505,395.525,18.475,553.225,6.925,108.525,0.4325,-2.7,135.375,210.175,2120.625,0,17.775,583.05,1.325,235.425,0,0,0,0,0,394.853,0,0,0,0,0,337738.943711522,7.96554089709763,7.96457343887423,1.05757947886983,1.05365858415114,18.4174356002257,0.592606614565023,1.58558442672155,0.0673612897693165,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
24755,"JBSS",9.4035,-3.533,7.7845,-0.00350000000000006,8.22175,18.1306,103.60075,1.51275,-0.00725000000000004,10.7475,0.10875,54.40225,38.74525,2.72225,31.04225,1.3075,-1.2825,92.474,45.14625,667.7385,0,0.478,194.9795,1.204,79.147,0,0,0,0,0,239.6495,0,0,0,0,0,33358.8365553603,15.9720708260105,15.9685101054482,1.03370288118629,1.04267070676518,12.2157329453236,1.14190493362616,0.867555307096387,0.071984490677225,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
24893,"WFM",200.9155,1.72325,125.50625,42.7495,9.6105,15.35905,0,180.754,-35.0285,227.189,2313.0595,0.722,143.70925,174.3905,653.65025,1.86,10.28,993.59825,173.28975,10932.35225,1368.6525,198.72675,3261.258,45.39975,751.21825,0,0,0.01175,-37.53725,0,-20.9305,0,0,0,0,-12.606,2602320.13620387,62.946496572935,62.9072891036907,1.1119458152812,1.11262794286687,33.8422024585672,1.10410747207417,0.464989200486438,0.123036723865453,0.134328358208955,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"1",NA
25753,"CCU",34.99575,-78.30975,68.97575,0,24.46225,13.1497,23.90725,135.5325,126.5755,117.851,600.744,114.0395,375.05725,115.7455,355.0605,2.595,-0.206,713.5865,431.6875,2062.46,0,155.49175,1549.46525,0,495.11175,0,0,0,0,0,0,0,0,0,0,0,88265.4683655536,47.0129525483304,46.989464059754,2.61918479912127,2.58601865263516,18.1167447199732,0.948487969676994,0.78323795903135,0.153139930050061,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
28762,"SPTN",20.5132,-12.4526,32.7706,-1.8916,8.494,14.92422,0,18.9566,0.539400000000001,25.2812,228.013,4.855,245.7562,5.5482,63.3872,1.05,0.2248,161.0962,103.4784,2584.9272,0,0.4858,389.1092,0,98.1344,0,0,0,0,0,-1386.2888,0,0,0,0,0,114213.588752197,17.5410894551845,17.5438795254833,1.08244013876098,1.08315995252518,16.7057994811281,0.562735584487383,1.5991115090571,0.0605351916634199,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
29517,"MED",6.32325,0.473,1.26275,1.073,0,6.024825,27.30125,26.9365,6.4445,13.999,0.01525,0.78,3.34725,0,30.09425,1.405,0.389,69.72525,1.3735,317.33325,0,0.0085,83.64,13.40175,53.27875,0,0,0,0,0,-257.17475,0,0,0,0,0,391182.730228471,24.271985940246,24.2852706502636,1.22134879,1,17.2754348329153,2.38304767110452,0.382786346245815,0.233133070301291,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
29942,"RAH",78,-49.8666666666667,882.133333333333,-2.23333333333333,670.366666666667,42.6411333333333,1954.33333333333,128.933333333333,8.23333333333333,55.051,0.6,145.433333333333,2177.16666666667,0,400.466666666667,0.243333333333333,0,741.3,318.366666666667,4052.63333333333,0,13.4,2347.3,348.933333333333,388.7,0,0,0,0,0,100,0,0,0,0,0,621104.437257439,71.3702846054334,71.3194178525226,2.17309948575679,2.26517707199434,293.302539474384,0.289055854834137,1.50257742938696,0.00582229227907241,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
29962,"LMNR",1.97125,-0.99125,1.65675,-0.49775,2.976,5.2202,48.368,0.093,-0.13125,11.9045,0.119,0.67275,79.47125,1.81625,3.639,0.1875,3.792,15.38875,5.05225,64.37275,1.48625,8.97425,66.87575,0,-0.64425,0,0,0,0,0,-101.28225,0,0,0,0,0,21267.6564147627,27.3542398066784,26.9834136203866,1.02598646217047,1.02591259113976,145.889278968951,0.0849079658422324,1.62148461886409,0.03729677798006,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
30666,"WVVI",0.122,0,0.162,0.05175,0,3.5128,0,2.6075,0.2365,4.856,8.69275,0.29125,4.0415,0,1.7295,0.2025,0.1135,8.5435,1.50875,14.708,0.04575,0.04725,17.05025,0.186,11.77525,0,0,0,0,0,0,0,0,0,0,0,4882.72847100176,4.02366748681898,3.90390957820738,1.01718213,1,19.8699628978715,1.74590976698066,0.473189542675327,0.0571252620929312,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
31550,"MENB",0.506666666666667,0.448,0.342,-0.172666666666667,0,0.0982333333333333,0,0.278666666666667,0.085,12.611,15.1,4.39966666666667,6.53533333333333,0,0.387333333333333,-0.01,0.0266666666666667,-13.8613333333333,4.95933333333333,38.345,0,0,1.46666666666667,0,-4.01466666666667,0,0,0,0,0,0,0,0,0,0,0,1277.81546572935,0.256259841827768,20.3587739015817,1.38141387,1,-25.6259841827768,0.422834947207178,12.4629545454545,-0.0613636363636364,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
61567,"EL",474.8,-137.35,379.225,56.325,2.675,9.670475,1865.075,1304.275,157.8,292.97425,4.125,99.675,1170.05,220.575,1265.05,2.7025,0,4315.025,980.95,9131.25,1.8,135.75,2665.45,3534.75,1845.975,0,0,0.166,-25,0,100,-0.03675,0,0,0,0,1748120.51230228,72.5657469244288,72.5005579086116,1.1616324579877,1.16151959489244,26.8513402125546,1.01865054235695,1.37743157815753,0.286612016732634,0.134328358208955,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.149253731343284,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
